service_name,service_description,provider_name,seller_tags,avg_speed_reply,delivery_period,number_of_buyers,extra_service,extra_service_fee,last_buyer_review,service_Link,seller_picture_link
 إنشاء برنامج نصي (Python) لأي عملية تجريف(SCRAPING) ,"
      إذا كنت تبحث عن جمع مجموعات بيانات لمواقع أو مصادر أخرى ، فأنا هنا.,أنا مطور لغة Python ولدي خبرة 3 سنوات.,أتقن عدة إطارات ( BeautifulSoup, Requests, Selenium...),سوف أقوم بإنشاء برنامج نصي(script) من نوع python ( 200 سطر) لاستخراج البيانات من موقع أو مصادر بيانات أخرى.,- يتم استخراج 100 صفحه مقابل 5 دولار, لا تتردد في طرح أي أسئلة علي.,اراكم قريبا
    ",Ouafi Mameri,"تصميم,facebook,twitter,python,script,data,استخراج,instagram,scraping", 3 ساعات,يوم واحد,3,سأقوم بعمل برنامج نصي لتخصيصه حسب احتياجاتك,مقابل 50.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,عمل رائع وسريع وبالتوفيق,https://khamsat.com/programming/python-programming/1697366-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D8%B5%D9%8A-python-%D9%84%D8%A3%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B1%D9%8A%D9%81scraping,https://avatars.hsoubcdn.com/f97403aba8ac0e7f9ff06b695e57c5db?s=128
 إنشاء برنامج نصي (Python) لأي عملية تجريف(SCRAPING) ,"
      إذا كنت تبحث عن جمع مجموعات بيانات لمواقع أو مصادر أخرى ، فأنا هنا.,أنا مطور لغة Python ولدي خبرة 3 سنوات.,أتقن عدة إطارات ( BeautifulSoup, Requests, Selenium...),سوف أقوم بإنشاء برنامج نصي(script) من نوع python ( 200 سطر) لاستخراج البيانات من موقع أو مصادر بيانات أخرى.,- يتم استخراج 100 صفحه مقابل 5 دولار, لا تتردد في طرح أي أسئلة علي.,اراكم قريبا
    ",Ouafi Mameri,"تصميم,facebook,twitter,python,script,data,استخراج,instagram,scraping", 3 ساعات,يوم واحد,3,سأقوم بإنشاء برنامج نصي مخصص لك وسأدعمك في التثبيت وتصحيح الأخطاء,مقابل 100.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 7 أيام إضافية.,عمل رائع وسريع وبالتوفيق,https://khamsat.com/programming/python-programming/1697366-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D8%B5%D9%8A-python-%D9%84%D8%A3%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B1%D9%8A%D9%81scraping,https://avatars.hsoubcdn.com/f97403aba8ac0e7f9ff06b695e57c5db?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,استشاره او حل مشاكل برمجيه,مقابل 15.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,استخدام APIs خاصه بخدمات اخري,مقابل 25.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,Desktop Application,مقابل 45.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,Scraping,مقابل 75.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 5 أيام إضافية.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 برمجة اسكربت بلغة بايثون (25 كود برمجي) ,"
      سأساعدك في برمجة اي اسكربت وبناء اي سوفتوير تريده بإستخدام لغة بايثون.,يمكن من خلال لغة بايثون برمجة كثير من التطبيقات المتعدده في كثير من المجالات المختلفه,Desktop Applications, Mobile Applications, Data Science, Scraping, Database, API
    ",Mohamed Gamal,"تصميم,تطوير,بايثون,اسكربت", ساعة,أسبوع,1,Database و أنظمه كبيره,مقابل 100.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ 14 يوم إضافي.,تسلم ايدك يا هندسة الله ينور,https://khamsat.com/programming/python-programming/1275450-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D8%A8%D9%84%D8%BA%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86-25-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A,https://avatars.hsoubcdn.com/05a8f71a9535d5c5976f951223d67af0?s=128
 إستخراج بيانات اي موقع ويب بكل إحترافيه و تنظيم ,"
      - السلام عليكم -,"" إذا كنت تبحث عن إستخراج بيانات مهمة بالنسبة لك من اي موقع ويب فأنا تحت امرك "",✓ لدي خبرة وسرعة فى إستخراج بيانات المواقع و إدخالها فى هيئة ملفات Excel منظمة .,✓ خبرتى كبيرة في web scraping باستخدام للغة بايثون و قد عملت علي مكتبات :,- مكتبة BeautifulSoup,- مكتبة Requests ,- مكتبة Mechanize,- مكتبة selenium ,- مكتبة pandas ,✓ إختار صيغة الملف الذي سوف يتم ادخال البيانات به :,- ملف csv,- ملف excel,- ملف txt,- ملف Json,• متطلبات الخدمة :,- رابط الموقع الذي تريد استخراج البياناته .,- تحديد البيانات المراد استخراجها من الموقع .,- الانتظار مدة 24 ساعة او 48 كحد اقصي .,- ( ان لم نتفق علي مدة وتفاصيل عمل اكثر ) ,• الخدمة مقابل :,- $5 لعدد 2000 صفحة مستخرجة ,- في حالة وجود صور سوف تستخرج,- 5$ لعدد 500 صورة ,✓ برجاء التواصل اولا لمعرفة كافة التفاصيل وتحديد الوقت المطلوب
    ",Kareem Ahmed,"python,web,بيانات,data,استخراج,extract,mining,scraping,crawling,beautifulsoup", 54 دقيقة,يوم واحد,1,استخراج 500 صورة,مقابل 5.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,شخص محترف  و سريع,https://khamsat.com/business/data-entry/1545805-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D8%A8%D9%83%D9%84-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D9%87-%D9%88-%D8%AA%D9%86%D8%B8%D9%8A%D9%85,https://avatars.hsoubcdn.com/86dc4f843792188cadda7b381accf8ae?s=128
 إستخراج بيانات اي موقع ويب بكل إحترافيه و تنظيم ,"
      - السلام عليكم -,"" إذا كنت تبحث عن إستخراج بيانات مهمة بالنسبة لك من اي موقع ويب فأنا تحت امرك "",✓ لدي خبرة وسرعة فى إستخراج بيانات المواقع و إدخالها فى هيئة ملفات Excel منظمة .,✓ خبرتى كبيرة في web scraping باستخدام للغة بايثون و قد عملت علي مكتبات :,- مكتبة BeautifulSoup,- مكتبة Requests ,- مكتبة Mechanize,- مكتبة selenium ,- مكتبة pandas ,✓ إختار صيغة الملف الذي سوف يتم ادخال البيانات به :,- ملف csv,- ملف excel,- ملف txt,- ملف Json,• متطلبات الخدمة :,- رابط الموقع الذي تريد استخراج البياناته .,- تحديد البيانات المراد استخراجها من الموقع .,- الانتظار مدة 24 ساعة او 48 كحد اقصي .,- ( ان لم نتفق علي مدة وتفاصيل عمل اكثر ) ,• الخدمة مقابل :,- $5 لعدد 2000 صفحة مستخرجة ,- في حالة وجود صور سوف تستخرج,- 5$ لعدد 500 صورة ,✓ برجاء التواصل اولا لمعرفة كافة التفاصيل وتحديد الوقت المطلوب
    ",Kareem Ahmed,"python,web,بيانات,data,استخراج,extract,mining,scraping,crawling,beautifulsoup", 54 دقيقة,يوم واحد,1,استخراج 2000 صفحة ويب إضافية,مقابل 5.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,شخص محترف  و سريع,https://khamsat.com/business/data-entry/1545805-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D8%A8%D9%83%D9%84-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D9%87-%D9%88-%D8%AA%D9%86%D8%B8%D9%8A%D9%85,https://avatars.hsoubcdn.com/86dc4f843792188cadda7b381accf8ae?s=128
 إستخراج بيانات اي موقع ويب بكل إحترافيه و تنظيم ,"
      - السلام عليكم -,"" إذا كنت تبحث عن إستخراج بيانات مهمة بالنسبة لك من اي موقع ويب فأنا تحت امرك "",✓ لدي خبرة وسرعة فى إستخراج بيانات المواقع و إدخالها فى هيئة ملفات Excel منظمة .,✓ خبرتى كبيرة في web scraping باستخدام للغة بايثون و قد عملت علي مكتبات :,- مكتبة BeautifulSoup,- مكتبة Requests ,- مكتبة Mechanize,- مكتبة selenium ,- مكتبة pandas ,✓ إختار صيغة الملف الذي سوف يتم ادخال البيانات به :,- ملف csv,- ملف excel,- ملف txt,- ملف Json,• متطلبات الخدمة :,- رابط الموقع الذي تريد استخراج البياناته .,- تحديد البيانات المراد استخراجها من الموقع .,- الانتظار مدة 24 ساعة او 48 كحد اقصي .,- ( ان لم نتفق علي مدة وتفاصيل عمل اكثر ) ,• الخدمة مقابل :,- $5 لعدد 2000 صفحة مستخرجة ,- في حالة وجود صور سوف تستخرج,- 5$ لعدد 500 صورة ,✓ برجاء التواصل اولا لمعرفة كافة التفاصيل وتحديد الوقت المطلوب
    ",Kareem Ahmed,"python,web,بيانات,data,استخراج,extract,mining,scraping,crawling,beautifulsoup", 54 دقيقة,يوم واحد,1,Source code للخدمة,مقابل 5.00$ إضافية على سعر الخدمة.,شخص محترف  و سريع,https://khamsat.com/business/data-entry/1545805-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D8%A8%D9%83%D9%84-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D9%87-%D9%88-%D8%AA%D9%86%D8%B8%D9%8A%D9%85,https://avatars.hsoubcdn.com/86dc4f843792188cadda7b381accf8ae?s=128
" استخراج البيانات من صفحات الإنترنت ويب سكرابنغ,web scraping ","
      بسم الله : سوف اقوم با استخراج الداتا التي تريدها من الانترنت مقابل خمس دولار  لكل 500 صفحه,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة,كما سيتم حفظ البيانات باى صيغة,- sqlite,- mysql,- txt,- json,- csv,- excel
    ",احمد سعيد,"web,scraping", 21 دقيقة,يوم واحد,3,اذا كنت تريد استخراج بيانات 1000 صفحه لنفس الموقع,مقابل 5.00$ إضافية على سعر الخدمة.,جيد,https://khamsat.com/programming/python-programming/1680353-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D9%88%D9%8A%D8%A8-%D8%B3%D9%83%D8%B1%D8%A7%D8%A8%D9%86%D8%BAweb-scraping,https://avatars.hsoubcdn.com/ca786f1dd42895e2e74b25e3bf496d91?s=128
" استخراج البيانات من صفحات الإنترنت ويب سكرابنغ,web scraping ","
      بسم الله : سوف اقوم با استخراج الداتا التي تريدها من الانترنت مقابل خمس دولار  لكل 500 صفحه,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة,كما سيتم حفظ البيانات باى صيغة,- sqlite,- mysql,- txt,- json,- csv,- excel
    ",احمد سعيد,"web,scraping", 21 دقيقة,يوم واحد,3,اذا كنت تريد استخراج بيانات 2000 صفحه لنفس الموقع,مقابل 15.00$ إضافية على سعر الخدمة.,جيد,https://khamsat.com/programming/python-programming/1680353-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D9%88%D9%8A%D8%A8-%D8%B3%D9%83%D8%B1%D8%A7%D8%A8%D9%86%D8%BAweb-scraping,https://avatars.hsoubcdn.com/ca786f1dd42895e2e74b25e3bf496d91?s=128
" استخراج البيانات من صفحات الإنترنت ويب سكرابنغ,web scraping ","
      بسم الله : سوف اقوم با استخراج الداتا التي تريدها من الانترنت مقابل خمس دولار  لكل 500 صفحه,بإستخدام لغة البرمجة بايثون ساقوم اليا باستخراج البيانات المطلوبة,كما سيتم حفظ البيانات باى صيغة,- sqlite,- mysql,- txt,- json,- csv,- excel
    ",احمد سعيد,"web,scraping", 21 دقيقة,يوم واحد,3,اذا كنت تريد الكود البرمجي,مقابل 35.00$ إضافية على سعر الخدمة.,جيد,https://khamsat.com/programming/python-programming/1680353-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D9%88%D9%8A%D8%A8-%D8%B3%D9%83%D8%B1%D8%A7%D8%A8%D9%86%D8%BAweb-scraping,https://avatars.hsoubcdn.com/ca786f1dd42895e2e74b25e3bf496d91?s=128
 إستخراج البيانات من صفحات الويب(Web scraping) ,"
      السلام عليكم ,انا مبرمج بايثون لدي الخبرة والقدرة الكافية لإستخراج البيانات من مواقع الويب المختلفة .,بإستخدام مختلف إطارات العمل مثل (selenium webdriver,bs4 requstes),سأقوم بإستخراج البيانات وتنظيمها بأي طريقة تريد(csv,json,excel,txt),-الخدمة تشمل إستخراج البيانات من أي موقع ,_يتم إستخراج 2000 بيان ب5 دولار.,بيانات موقع معروف:https://mostaql.com/portfolio/745030,-الشروط المطلوبة:,-الاستخراج يكون من موقع واحد فقط .,-تحديد المعلومات التي تريد إستخراجها.,-أن تكون هذه البيانات قابلة للإستخراج.,-البيانات تحفظ كما هي بدون أي تعديل.,  مشاريع قمت بها  : ,https://mostaql.com/u/hicham_26/portfolio
    ",هشام مواز,"python,بايثون,ويب,web,data,البيانات,إستخراج,scraping,تنقيب,البيان,crawling,ectration,إستخ", 24 دقيقة,يوم واحد,1,اذا كان عدد البيانات 2000 بيان,مقابل 5.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,محترم جداً وخدمات رائعة,https://khamsat.com/programming/python-programming/1782668-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8web-scraping,https://avatars.hsoubcdn.com/93f31188ecd4c8a1cad98b2dd5c436fc?s=128
 إستخراج البيانات من صفحات الويب(Web scraping) ,"
      السلام عليكم ,انا مبرمج بايثون لدي الخبرة والقدرة الكافية لإستخراج البيانات من مواقع الويب المختلفة .,بإستخدام مختلف إطارات العمل مثل (selenium webdriver,bs4 requstes),سأقوم بإستخراج البيانات وتنظيمها بأي طريقة تريد(csv,json,excel,txt),-الخدمة تشمل إستخراج البيانات من أي موقع ,_يتم إستخراج 2000 بيان ب5 دولار.,بيانات موقع معروف:https://mostaql.com/portfolio/745030,-الشروط المطلوبة:,-الاستخراج يكون من موقع واحد فقط .,-تحديد المعلومات التي تريد إستخراجها.,-أن تكون هذه البيانات قابلة للإستخراج.,-البيانات تحفظ كما هي بدون أي تعديل.,  مشاريع قمت بها  : ,https://mostaql.com/u/hicham_26/portfolio
    ",هشام مواز,"python,بايثون,ويب,web,data,البيانات,إستخراج,scraping,تنقيب,البيان,crawling,ectration,إستخ", 24 دقيقة,يوم واحد,1,اذا كان عدد البيانات5000 بيان,مقابل 10.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,محترم جداً وخدمات رائعة,https://khamsat.com/programming/python-programming/1782668-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8web-scraping,https://avatars.hsoubcdn.com/93f31188ecd4c8a1cad98b2dd5c436fc?s=128
 إستخراج البيانات من صفحات الويب(Web scraping) ,"
      السلام عليكم ,انا مبرمج بايثون لدي الخبرة والقدرة الكافية لإستخراج البيانات من مواقع الويب المختلفة .,بإستخدام مختلف إطارات العمل مثل (selenium webdriver,bs4 requstes),سأقوم بإستخراج البيانات وتنظيمها بأي طريقة تريد(csv,json,excel,txt),-الخدمة تشمل إستخراج البيانات من أي موقع ,_يتم إستخراج 2000 بيان ب5 دولار.,بيانات موقع معروف:https://mostaql.com/portfolio/745030,-الشروط المطلوبة:,-الاستخراج يكون من موقع واحد فقط .,-تحديد المعلومات التي تريد إستخراجها.,-أن تكون هذه البيانات قابلة للإستخراج.,-البيانات تحفظ كما هي بدون أي تعديل.,  مشاريع قمت بها  : ,https://mostaql.com/u/hicham_26/portfolio
    ",هشام مواز,"python,بايثون,ويب,web,data,البيانات,إستخراج,scraping,تنقيب,البيان,crawling,ectration,إستخ", 24 دقيقة,يوم واحد,1,اذا كان عدد البيانات 10000 بيان,مقابل 20.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يومين إضافيين.,محترم جداً وخدمات رائعة,https://khamsat.com/programming/python-programming/1782668-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8web-scraping,https://avatars.hsoubcdn.com/93f31188ecd4c8a1cad98b2dd5c436fc?s=128
 إستخراج البيانات من صفحات الويب(Web scraping) ,"
      السلام عليكم ,انا مبرمج بايثون لدي الخبرة والقدرة الكافية لإستخراج البيانات من مواقع الويب المختلفة .,بإستخدام مختلف إطارات العمل مثل (selenium webdriver,bs4 requstes),سأقوم بإستخراج البيانات وتنظيمها بأي طريقة تريد(csv,json,excel,txt),-الخدمة تشمل إستخراج البيانات من أي موقع ,_يتم إستخراج 2000 بيان ب5 دولار.,بيانات موقع معروف:https://mostaql.com/portfolio/745030,-الشروط المطلوبة:,-الاستخراج يكون من موقع واحد فقط .,-تحديد المعلومات التي تريد إستخراجها.,-أن تكون هذه البيانات قابلة للإستخراج.,-البيانات تحفظ كما هي بدون أي تعديل.,  مشاريع قمت بها  : ,https://mostaql.com/u/hicham_26/portfolio
    ",هشام مواز,"python,بايثون,ويب,web,data,البيانات,إستخراج,scraping,تنقيب,البيان,crawling,ectration,إستخ", 24 دقيقة,يوم واحد,1,عمل تطبيق على شكل واجهة exe  سهلة الاستخدام,مقابل 30.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,محترم جداً وخدمات رائعة,https://khamsat.com/programming/python-programming/1782668-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8web-scraping,https://avatars.hsoubcdn.com/93f31188ecd4c8a1cad98b2dd5c436fc?s=128
 إستخراج البيانات من صفحات الويب(Web scraping) ,"
      السلام عليكم ,انا مبرمج بايثون لدي الخبرة والقدرة الكافية لإستخراج البيانات من مواقع الويب المختلفة .,بإستخدام مختلف إطارات العمل مثل (selenium webdriver,bs4 requstes),سأقوم بإستخراج البيانات وتنظيمها بأي طريقة تريد(csv,json,excel,txt),-الخدمة تشمل إستخراج البيانات من أي موقع ,_يتم إستخراج 2000 بيان ب5 دولار.,بيانات موقع معروف:https://mostaql.com/portfolio/745030,-الشروط المطلوبة:,-الاستخراج يكون من موقع واحد فقط .,-تحديد المعلومات التي تريد إستخراجها.,-أن تكون هذه البيانات قابلة للإستخراج.,-البيانات تحفظ كما هي بدون أي تعديل.,  مشاريع قمت بها  : ,https://mostaql.com/u/hicham_26/portfolio
    ",هشام مواز,"python,بايثون,ويب,web,data,البيانات,إستخراج,scraping,تنقيب,البيان,crawling,ectration,إستخ", 24 دقيقة,يوم واحد,1,اذا كنت تريد الكود البرمجي,مقابل 40.00$ إضافية على سعر الخدمة. سيزيد مدة التنفيذ يوم إضافي.,محترم جداً وخدمات رائعة,https://khamsat.com/programming/python-programming/1782668-%D8%A5%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8web-scraping,https://avatars.hsoubcdn.com/93f31188ecd4c8a1cad98b2dd5c436fc?s=128
" استخراج البيانات من صفحات الويب (Data Extract, Web Scraping) ","
      السلام عليكم ورحمه الله وبركاته ,لدي الخبره والقدره الكافيه لاستخراج البيانات من مواقع الويب المختلفه, ,اتقن لغه python واطارات العمل المختلفه scrapy, selenium webdriver, bs4 ,سأقوم باستخراج البيانات ( Web Crawling, Data Extraction, Web Scraping) من مواقع الانترنت المختلفه وارسال البيانات المستخرجه باي صيغه تريد (csv, json, xml, txt), - الخدمه تشمل استخراج البيانات من اي موقع .,- يتم استخراج 1000 صفحه ,-  الشروط المطلوبه :,  يجب ان تكون هذه المواقع تسمح باستخراج البيانات منها.,  يجب تحديد المعلومات التي تريد استخراجها,  يجب توفير رابط للموقع الذي تريد استخراج البيانات منه,  الخدمة تشمل رابط لموقع واحد فقط
    ",Ragab Qatab,"من,web,بيانات,الويب,جلب,حصول,data,استخراج,مسح,mining,scraping,crawling,extraction,كشط", ساعتين,ثلاثة أيام,65,اذا كان عدد الصفحات  6000 صفحه,مقابل 25.00$ إضافية على سعر الخدمة.,شغل ممتاز وانسان خلوق انصح التعامل معه,https://khamsat.com/business/data-entry/1300032-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%8A%D8%A8-data-extract-web-scraping,https://avatars.hsoubcdn.com/661d11433c85b103d35af8e06d260d1e?s=128
